ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
TK-240046,2025-01-05 11:00,2025-01-05 11:40,2025-01-05 06:27,closed,voice,C107129,VR885033,VA-EB-AIR,Charging & Battery,Normal,Voice Frontline,A3025,0,,,,N,"Hi Vireo support,
This is regarding AirLite. Charging case dead, tried 3 cables.
Can someone fix this?
Awaiting response, Tanvi","1. Case no LED / no charge
2. conf case LED dead
3. esc to wty (SOP 2.7)",legacy_fd
TK-240047,2025-01-05 14:29,2025-01-05 19:45,2025-01-10 14:43,resolved,email,C102984,VR886525,VA-EB-PL1,Delivery & Shipping,Normal,Logistics,A3027,0,2,,,N,it has been 13 days and i have nothing in hand - vr886525,cust contacted re order not delivered. checked awb with courier. refund initiated as lost in transit. //HAR,legacy_fd
TK-240048,2025-01-05 14:42,2025-01-05 20:33,2025-01-05 15:15,resolved,email,C108409,,VA-EB-AIR,Other,High,Email Frontline,A3028,1,3,,,N,honetly regretting this purchase. got airlite earbuds from vireo.in last week. entered wrong pincode. i already tried editing in app. escalate this to someone senior.,Cust contacted re address change request. Checked dispatch status. Transferred to Logistics. Address updated.,legacy_fd
TK-240049,2025-01-05 15:24,2025-01-05 15:33,2025-01-05 10:28,resolved,chat,C101508,VR880211,VA-EB-PL1,Other,Normal,Chat Frontline,A3008,0,,,,N,Honestly regretting this purchase. I bought the Pulse buds on 03/12. distorted audio at high volume. I already tried wired mode. Escalate this to someone senior.,"cx: audio distortion | checked fw -> fw update, cx to monitor [closed]",legacy_fd
TK-240050,2025-01-05 16:17,2025-01-05 16:33,2025-01-05 11:34,resolved,voice,C104071,VR905561,VA-SW-NX1,Connectivity,Normal,Voice Frontline,A3024,0,5,,,N,[IVR transcript] canont pair my Nexa witth my laptop VR905561,"Re-pair successful, rslvd on chat. Issue: device not discoverable. Walked through forgt + re-pair.",legacy_fd
TK-240051,2025-01-05 17:05,2025-01-05 17:07,2025-01-05 11:53,closed,chat,C106252,,VA-HP-ST2,Account & Login,Normal,Chat Frontline,A3008,0,,,,N,"Product: Strata 2
Purchased: 08 Aug
Issue: your site keeps saying it sent me a code and my phone disagrees
Tried: tried on another browser
Expected: replacement","unable to log in | checked otp logs -> number updated, rslvd [closed]",legacy_fd
TK-240052,2025-01-05 18:42,2025-01-05 18:45,2025-01-05 13:44,resolved,chat,C103190,VR892536,VA-EB-PL1,Billing & Payments,High,Billing,A3033,0,3,,,N,payment went through but i got no order id,"Ticket raised for payment debited, no ord. Asked for UTR. rfnd processed to source. Closing. ~Thomas",legacy_fd
TK-240053,2025-01-05 19:13,2025-01-05 19:21,2025-01-05 14:23,resolved,chat,C108013,VR880618,VA-NB-ARC,Billing & Payments,Low,Billing,A3012,1,4,,,N,"hello
the page failed after i paid and now nothing shows in my account
hello??",Cx says failed ord after payment. Asked for UTR. Transferred to Chat Frontline. Auto-refund conf within 5-7 days.,legacy_fd
TK-240055,2025-01-05 20:13,2025-01-05 21:46,2025-01-06 16:28,resolved,email,C103762,VR880033,VA-SW-FIT,Returns & Refunds,Normal,Returns Desk,A3036,0,,,,N,"hello
pickup scheduled but no one showed up
my nexa fit band
anyone there",cx: pkp missed | chk pkp awb -> rfnd processed without pkp as goodwill //DIV,legacy_fd
TK-240056,2025-01-05 20:16,2025-01-05 20:18,2025-01-05 15:12,resolved,chat,C104509,VR886185,VA-SW-NX1,Billing & Payments,Normal,Billing,A3032,0,4,,,N,payment went through but I got no order id,"cx says payment debited, no order. confirmed with payment gateway. refund processed to source.",legacy_fd
TK-240057,2025-01-05 21:10,2025-01-05 21:13,2025-01-05 16:00,resolved,chat,C100372,VR890132,VA-SW-FIT,Product Enquiry,Normal,Chat Frontline,A3011,0,,,,N,"Product: my Nexa Fit band
Order: VR890132
Purchased: December 23
Issue: does my Nexa Fit band work with iPhone
Expected: resolution",Customer states compatibility query. Shared compatibility info. Query answered. Closing. ~Divya,legacy_fd
TK-240058,2025-01-06 09:43,2025-01-06 13:48,2025-01-09 08:44,resolved,email,C100713,,VA-EB-PL1,Delivery & Shipping,Low,Logistics,A3038,1,,,,N,"to the vireo customer care team,

i am writing with reference to my order of my pulse placed on 06 jan. my order has not been delivered yet. i haave checked with neighbours. i request you to process a refund to my original payment method.

regards,
jaspreet ansri",Ticket raised for delivery delayed. Confirmed address with cx. Transferred to Returns Desk. Refund initiated as lost in transit. Cx satisfied on chat. ~Varun,legacy_fd
TK-240060,2025-01-06 10:00,2025-01-06 10:12,2025-01-06 04:55,resolved,chat,C108013,VR880618,VA-NB-ARC,Other,Low,Chat Frontline,A3014,0,4,1299,CANCEL,N,"To the Vireo Customer Care Team,

I am writing with reference to my order of Arc neckband (VR880618) placed on 03-01-2025.  My son ordered this without asking, please reverse. I have tried cancel button, greyed out. I request you to process a refund to my original payment method.

Yours faithfully,
Arjun Desai",resolved on call //BHA,legacy_fd
TK-240062,2025-01-06 10:22,2025-01-06 13:14,2025-01-06 08:06,resolved,email,C105955,,VA-EB-PL1,Account & Login,Normal,Email Frontline,A3019,0,,,,N,"Dear Sir/Madam,

I am writing with reference to my order of the Pulse buds placed on December 30. My company accounts team is asking for the tax bill. I have tried different browser. I request you to kindly arrange a replacement.

Regards,
Sai Trivedi",issue: gst invoice request | regenearted invoice -> invoice emailed //SAI,legacy_fd
TK-240064,2025-01-06 11:13,2025-01-06 11:14,2025-01-06 05:53,resolved,chat,C109225,,VA-EB-AIR,Other,Normal,Chat Frontline,A3012,0,,764,CANCEL,N,want to canecl my order. please advise,"Cust contacted re ord cancellation. chk shipment status. Already shipped, advised RTO/return.",legacy_fd
TK-240065,2025-01-06 11:33,2025-01-06 11:46,2025-01-09 06:42,resolved,chat,C105083,VR909336,VA-HP-ST2,Delivery & Shipping,Normal,Logistics,A3028,0,,,,N,"dear sir/madam,

i am writing with reference to my order of strata 2 (vr909336) placed on december 26.  tracking has said out for delivery for a week now. i have checked the tracking page daily. i request you to provide a resolution within 3 working days.

sincerely,
krishna kaur","Customer states dlvry delayed. Checked AWB with courier. RTO confirmed, reshipped.",legacy_fd
TK-240066,2025-01-06 12:58,2025-01-06 14:56,2025-01-06 10:00,resolved,email,C108601,VR894576,VA-EB-PL1,Billing & Payments,High,Billing,A3032,0,,2499,DUP-PAYMENT,N,"Really frustrating.  the Pulse buds purchased a month ago, order VR894576. payment went through but I got no order id. I already checked bank statement. Refund. Now.",reported: amount deducted without order. checked pg dashboard for txn. refund of rs 2499 initiated to source.,legacy_fd
TK-240067,2025-01-06 13:18,2025-01-06 16:14,2025-01-06 11:08,resolved,social,C102928,,VA-SW-FIT,Billing & Payments,Normal,Billing,A3033,0,,,,N,"Product: Nexa Fit
Order: VR905963
Purchased: 03-01-2025
Issue: my company accounts team is asking for the tax bill
Tried: checked orders pge
Expected: callback",gst invoice request | regenerated invice -> gst invoice regenerated & shared ~Thomas,legacy_fd
TK-240068,2025-01-06 15:15,2025-01-06 15:21,2025-01-06 10:11,resolved,chat,C106830,,VA-SW-FIT,Other,High,Chat Frontline,A3013,0,,,,N,"hi
does my nexa fit band work with iphone
urgent",re: compatibility query | shared compatibility info -> cx satisfied,legacy_fd
TK-240070,2025-01-06 16:38,2025-01-06 20:27,2025-01-06 15:18,resolved,social,C105664,VR897295,VA-SP-ORB,Charging & Battery,High,Chat Frontline,A3010,0,3,,,Y,speaker won't turn on,"re: unit dead | walked through hard reset -> replacement approved, reverse pickup arranged [closed]",legacy_fd
TK-240071,2025-01-06 18:01,2025-01-06 18:04,,pending,chat,C101058,,VA-HP-ST3,Billing & Payments,High,Billing,A3032,0,,,,N,"Hi, This is regarding Strata 3. Coupon code not working. I tried on app and website. Nothing changed. I watn a replacement. Thank you, Om",contact re coupon not applied. checked cart eligibility. store credit issued.,legacy_fd
TK-240072,2025-01-06 18:04,2025-01-06 18:12,2025-01-06 13:06,resolved,chat,C105549,,VA-EB-PL1,Delivery & Shipping,Normal,Logistics,A3027,0,,,,N,"product: the pulse busd
purchased: 05 jan
issue: order not delivered, trackng not updtaing
tried: called the courier
expected: fix","reported: shipment not received. confirmd address with cx. rto confirmed, reshipped. //HAR",legacy_fd
TK-240073,2025-01-06 18:05,2025-01-06 18:07,2025-01-11 12:56,resolved,chat,C104702,VR898024,VA-HP-ST3,Delivery & Shipping,Low,Logistics,A3031,0,,,,N,"hii
my order has not been delivered yet","1. dlvry delayed
2. conf address with cx
3. Courier conf dlvry for 09 Jan, cx informed",legacy_fd
TK-240074,2025-01-06 18:49,2025-01-06 19:00,2025-01-09 13:43,resolved,chat,C100872,,VA-EB-PL1,Returns & Refunds,Normal,Returns Desk,A3036,0,,,,N,"bhai
nobody came for the pickup
the pulse buds
??",cx: pkp not done | chk pkp awb -> rfnd processed without pkp as goodwill //DIV,legacy_fd
TK-240075,2025-01-06 20:33,2025-01-06 21:06,,pending,email,C105613,,VA-AC-CH65,Other,Low,Email Frontline,A3021,0,,,,N,"not acceptable at this price. ordered 65w charger 2 weeks ago. it has been 14 days and i have nothing in hand. i already called the courier. i want a replacement or refund, nothing else.","1. order not delivered
2. confirmed address with cx
3. refund initiated as lost in transit",legacy_fd
TK-240076,2025-01-06 21:08,2025-01-06 23:31,2025-01-06 18:21,resolved,email,C108042,VR897729,VA-SW-FIT,Other,Normal,Email Frontline,A3016,0,,,,N,"TEAM,
WANT TO CACNEL MY ORDER
ITNA PAISA DIYA HAI
NEXA FIT
HELP","Already shipped, adv RTO/return. Issue: cnacel order. Cancelled before dispatch.",legacy_fd
TK-240077,2025-01-06 21:38,2025-01-07 00:19,2025-01-06 19:25,resolved,email,C105541,VR892782,VA-HP-ST3,Billing & Payments,High,Billing,A3035,0,,5599,DUP-PAYMENT,N,"Product: my Strata 3 headphones
Purchased: 30 Nov
Issue: payment went through but I got no order id
Tried: checked bank statement
Expected: resolution","rfnd approved, Rs 5599, 5-7 working days. Issue: failed ord after payment. chk PG dashboard for txn.",legacy_fd
TK-240078,2025-01-07 00:38,2025-01-07 01:02,2025-01-18 22:29,resolved,email,C102775,,VA-SW-FIT,Warranty & Repair,High,Escalations & Warranty,A3043,0,3,,,N,"service centre took it, now silence","cx says rma status query. checked qc report. repair completed, shipped back. (sop 3.1) [closed]",legacy_fd
TK-240079,2025-01-07 07:59,2025-01-07 08:12,,pending,chat,C100811,VR909275,VA-EB-AIR,Charging & Battery,Normal,Chat Frontline,A3009,0,4,,,Y,"hello,
the airlite buds purchased last month, order vr909275. the charging case is not charging.
please caall me on my registered number.
tahnks & regards,",done,legacy_fd
TK-240080,2025-01-07 10:11,2025-01-07 10:13,2025-01-07 05:11,closed,chat,C100461,VR885798,VA-EB-PL1,Connectivity,Low,Chat Frontline,A3015,0,4,,,N,"sir ji
my phone just doesn't see it in the list anymore
bahut pareshan hu
the pulse buds
urgent","1. Pairing failure
2. Asked cx to reset the device
3. adv FW update via app, resolved",legacy_fd
TK-240081,2025-01-07 12:55,2025-01-07 22:37,2025-01-08 17:20,resolved,email,C103329,,VA-HP-ST3,Returns & Refunds,Normal,Returns Desk,A3037,0,,,,N,"Hi there, This is regarding my Sttrata 3 headphones.  Nobody came for the pickup. I rescheduled pickup twice. Ntohing changed. Please calll me on my registered number. Please revert, Payal Kumar",Refund processed without pickup as goodwill. Issue: reverse pickup pending. Checked pickup AWB.,legacy_fd
TK-240082,2025-01-07 14:56,2025-01-07 15:20,2025-01-07 10:05,resolved,voice,C101052,VR895370,VA-EB-PL1,Other,Normal,Voice Frontline,A3024,0,,,,N,"[IVR transcript] team, my dad has an old nokia, wll the watch app run itna paisa diya hai pulse earbuds kindly do the needful",Cust contacted re product enquiry. Shared spec sheet. Query answered.,legacy_fd
TK-240083,2025-01-07 15:23,2025-01-07 15:35,2025-01-09 10:29,resolved,voice,C104696,VR883870,VA-EB-PL1,Delivery & Shipping,Normal,Logistics,A3027,0,,,,N,"[IVR transcript] Hi there, Order VR883870 (my Pulse). I haven't recieved my order. I checked with neighbours. This is very disappointing. Please help.",contact re shipment not received. checked awb with courier. refund initiated as lost in transit. //HAR,legacy_fd
TK-240084,2025-01-07 19:46,2025-01-07 20:35,2025-01-07 15:44,resolved,social,C107998,VR908163,VA-EB-PL1,Billing & Payments,Low,Billing,A3032,0,,2124,DUP-PAYMENT,N,this is v disappointing. i bought pulse earbuds on 07/01. payment was deducted but no order was created. i already checked bank statement. escalate this to someone senior.,"contact re payment debited, no order. asked for utr. auto-refund confirmed within 5-7 days.",legacy_fd
TK-240085,2025-01-07 20:23,2025-01-07 22:32,2025-01-19 18:36,resolved,email,C102868,VR894229,VA-SW-NX1,Warranty & Repair,Normal,Escalations & Warranty,A3042,0,3,,,N,"hi there, order vr894229 (my nexa).  the strap is tearing. i tried to fix pin. nothing changed. need this sorted this week. please revert amit","1. strap damage
2. checked warranty eligibility
3. replacement strap dispatched //SNE",legacy_fd
TK-240087,2025-01-07 20:42,2025-01-07 20:44,2025-01-07 15:39,closed,chat,C101196,,VA-SP-ORB,Billing & Payments,High,Billing,A3033,0,5,,,N,"hii
payment was deducted but no order was created
orbit speaker
help","1. Failed ord after payment
2. Checked PG dashboard for txn
3. ord manually created ~Thomas",legacy_fd
TK-240088,2025-01-08 06:12,2025-01-08 06:14,2025-01-11 03:15,resolved,chat,C101171,VR880147,VA-SW-FIT,Warranty & Repair,High,Escalations & Warranty,A3041,0,4,,,Y,watch not responing to touhc - VR880147 - kindly look into it,re: touch issue | checked fw version -> replacement unit dispatched,legacy_fd
TK-240089,2025-01-08 09:01,2025-01-08 11:50,2025-01-10 06:41,resolved,email,C108813,VR905144,VA-SW-FIT,Returns & Refunds,Normal,Returns Desk,A3037,0,2,1999,RETURN-QC-OK,N,"Hi Vireo support,
I bought the fit band on 22 Dec. You picked up the item 18 days ago and my money hasn't come back.
I emailed twice.
How do I get this fixed?","1. Refund pending
2. Checked reverse pickup QC status
3. Refund of Rs 1999 initiated to source",legacy_fd
